"BIBTEXKEY","first_name","middle_name","last_name","full_name","JOURNAL","NUMBER","PAGES","PUBLISHER","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","URL","AUTHOR_KEYWORDS","LANGUAGE","ABBREV_SOURCE_TITLE","PUBLICATION_STAGE","SOURCE","AFFILIATIONS","Affiliation_country","Affiliation_country_code","Gender","Gender.Probability","Gender.Count","author_id","paper_id_author_id","author_order","Max","author_last","author_single","unique_name","OA","Citations"
"Redmond202019","Gustavus",NA,"Stadler","Gustavus Stadler","Journal of Popular Music Studies","4","19 – 36","University of California Press","Detuning biography: Shana Redmond and Gustavus Stadler in conversation","Article","32",2020,"10.1525/jpms.2020.32.4.19","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104953970&doi = 10.1525%2fjpms.2020.32.4.19&partnerID = 40&md5 = b1408f95567b29b9366b4f78779f8fd0",NA,"English","J. Pop. Music Stud.","Final","Scopus","University of California, Los Angeles, United States; Haverford College, United States","United States","US","male",0.75,1,"author2","Redmond202019_author2",2,2,1,0,"stadler_gustavus","Open Access",0
"Frank202011","Chandra",NA,"Frank","Chandra Frank","Journal of Popular Music Studies","4","11 – 18","University of California Press","Listening to the unsung and the quiet imagination: A conversation with DJ Lynnée Denise","Article","32",2020,"10.1525/jpms.2020.32.4.11","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104990489&doi = 10.1525%2fjpms.2020.32.4.11&partnerID = 40&md5 = 75afea5f409b8729915f452ba4ad858a",NA,"English","J. Pop. Music Stud.","Final","Scopus","University of Cincinnati, United States","United States","US","female",0.95,13602,"author1","Frank202011_author1",1,1,0,1,"frank_chandra","Open Access",1
"Kitts2020163","Thomas","M.","Kitts","Thomas M. Kitts","Popular Music and Society","2","163 – 175","Routledge","The Festival for Peace: Some Ruminations on My Journey through Music","Article","43",2020,"10.1080/03007766.2019.1687676","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85076403560&doi = 10.1080%2f03007766.2019.1687676&partnerID = 40&md5 = 51130ce800aab5c6d87af766eb66650f","Classic rock; counterculture; Festival for Peace; identity construction; Woodstock","English","Pop. Music Soc.","Final","Scopus","English, St. John’s University, Queens, NY, United States","United States","US","male",1,360809,"author1","Kitts2020163_author1",1,1,0,1,"kitts_thomas","Undefined",0
"Grewal202073","Sara","Hakeem","Grewal","Sara Hakeem Grewal","Journal of Popular Music Studies","3","73 – 97","University of California Press","Hip hop and the university: The epistemologies of""street knowledge"" and ""book knowledge""","Article","32",2020,"10.1525/jpms.2020.32.3.73","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85105009207&doi = 10.1525%2fjpms.2020.32.3.73&partnerID = 40&md5 = e923f09555785735427d884db4e32377","Academia; Hip hop; J. Cole; Kanye West; Method Man; Rap; Street knowledge","English","J. Pop. Music Stud.","Final","Scopus","Department of English MacEwan University, Edmonton, AB, Canada","Canada","CA","female",1,18392,"author1","Grewal202073_author1",1,1,0,1,"grewal_sara","Undefined",3
"Brett2020244","Thomas",NA,"Brett","Thomas Brett","Popular Music and Society","3","244 – 261","Routledge","Prince’s Rhythm Programming: 1980s Music Production and the Esthetics of the LM-1 Drum Machine","Article","43",2020,"10.1080/03007766.2020.1757813","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85084368259&doi = 10.1080%2f03007766.2020.1757813&partnerID = 40&md5 = c051b3ef7490a55d82e9189f72d8760f","LM-1 drum machine; music production; Prince; rhythm programming","English","Pop. Music Soc.","Final","Scopus","New York University, United States","United States","US","male",1,360809,"author1","Brett2020244_author1",1,1,0,1,"brett_thomas","Undefined",2
"Capetola202095","Christine",NA,"Capetola","Christine Capetola","Journal of Popular Music Studies","4","95 – 117","University of California Press","""Gimme a beat!"": Janet Jackson, hyperaurality, and affective feminism","Article","32",2020,"10.1525/jpms.2020.32.4.95","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104981969&doi = 10.1525%2fjpms.2020.32.4.95&partnerID = 40&md5 = 0ed6ceffce4058aafddac592040b2033","Gender/sexuality; Sound studies; Technology","English","J. Pop. Music Stud.","Final","Scopus","Tulane University, United States","United States","US","female",1,216791,"author1","Capetola202095_author1",1,1,0,1,"capetola_christine","Open Access",5
"Rogers2020237","Susan",NA,"Rogers","Susan Rogers","Popular Music and Society","3","237 – 243","Routledge","Pop Life: Prince in the Recording Studio","Article","43",2020,"10.1080/03007766.2020.1757812","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85083698108&doi = 10.1080%2f03007766.2020.1757812&partnerID = 40&md5 = c43e92e5b78e68a395c5e518dd117ce3","pop music; Prince Rogers Nelson; record engineering; record production","English","Pop. Music Soc.","Final","Scopus","Berklee College of Music, Boston, MA, United States","United States","US","female",1,400313,"author1","Rogers2020237_author1",1,1,0,1,"rogers_susan","Undefined",1
"Thompson2020389","Emil",NA,"Thompson","Emil Thompson","Popular Music and Society","4","389 – 400","Routledge","Three Rural Scottish Music Scenes–An Ethnographic Study","Article","43",2020,"10.1080/03007766.2020.1730649","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85079731089&doi = 10.1080%2f03007766.2020.1730649&partnerID = 40&md5 = 416dec45cdb3f58e2846b9a8e5f539ef","Collaboration; grassroots; local music; music networks; music scenes; Scotland","English","Pop. Music Soc.","Final","Scopus","International Centre for Music Studies, Newcastle University, Newcastle upon Tyne, United Kingdom","United Kingdom","GB","male",0.99,1986,"author1","Thompson2020389_author1",1,1,0,1,"thompson_emil","Undefined",4
"Royster202018","Francesca","T.","Royster","Francesca T. Royster","Journal of Popular Music Studies","2","18 – 27","University of California Press","Valerie June, ghost catcher","Article","32",2020,"10.1525/jpms.2020.32.2.18","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85105006127&doi = 10.1525%2fjpms.2020.32.2.18&partnerID = 40&md5 = 736753f24cecec6d24f6f0b79349bc8c",NA,"English","J. Pop. Music Stud.","Final","Scopus","DePaul University, United States","United States","US","female",1,14892,"author1","Royster202018_author1",1,1,0,1,"royster_francesca","Open Access",0
"Hamilton2020125","Robert",NA,"Hamilton","Robert Hamilton","Journal of World Popular Music","2","125 – 144","Equinox Publishing Ltd","Shadow representations: 8-milin’ identity and de-blacking rap music in south korea","Article","7",2020,"10.1558/jwpm.42670","20524900","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85101908211&doi = 10.1558%2fjwpm.42670&partnerID = 40&md5 = 83b16c3efefe431749acdb87d6a9e680","8 Mile; Hip hop; Identity; Korea; Race, Black; Representation","English","J. World Popular Music","Final","Scopus","Hankuk University of Foreign Studies Graduate School of Interpretation and Translation Seoul, Campus 107, Imun-ro, Dongdaemun-gu, Seoul, 02450, South Korea","South Korea","KR","male",0.99,326,"author1","Hamilton2020125_author1",1,1,0,1,"hamilton_robert","Undefined",1
"Kadi202041","Joe",NA,"Kadi","Joe Kadi","Journal of Popular Music Studies","2","41 – 49","University of California Press","Me, Hank Williams, and my dad","Article","32",2020,"10.1525/jpms.2020.32.2.42","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85105002043&doi = 10.1525%2fjpms.2020.32.2.42&partnerID = 40&md5 = df839898410c0af1275a088b20b9a218",NA,"English","J. Pop. Music Stud.","Final","Scopus","University of Calgary",NA,NA,"male",0.96,378,"author1","Kadi202041_author1",1,1,0,1,"kadi_joe","Open Access",0
"Rush2021375","Kayla",NA,"Rush","Kayla Rush","Journal of Popular Music Education","3","375 – 395","Intellect Ltd.","Riot grrrls and shredder bros: Punk ethics, social justice and (un)popular popular music at School of Rock","Article","5",2021,"10.1386/jpme_00054_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173240791&doi = 10.1386%2fjpme_00054_1&partnerID = 40&md5 = 6c09d13c3f2bf57736d742eb4366eb3b","feminism; frame analysis; punk ethics; riot grrrl; School of Rock; social justice","English","J. Pop. Music. Educ.","Final","Scopus","Dublin City University, Ireland","Ireland","IE","female",1,280,"author1","Rush2021375_author1",1,1,0,1,"rush_kayla","Open Access",4
"García-Flórez2020426","Llorián",NA,"García-Flórez","Llorián García-Flórez","Popular Music and Society","4","426 – 437","Routledge","Challenges through Cultural Heritage in the North-Spanish Rural Musical Underground","Article","43",2020,"10.1080/03007766.2020.1730652","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85082341150&doi = 10.1080%2f03007766.2020.1730652&partnerID = 40&md5 = 1da702475675944b44a0ec732d15081d","Acoustic assemblage; Asturian musical heritage; decolonial folklorism; Hispanic studies; rural feminism; underground","English","Pop. Music Soc.","Final","Scopus","Department of Art History and Musicology, University of Oviedo, Oviedo, Spain; Department of Art and Musicology, Autonomous University of Barcelona, Barcelona, Spain","Spain","ES","female",1,1,"author1","García-Flórez2020426_author1",1,2,0,0,"garcía-flórez_llorián","Open Access",3
"García-Flórez2020426","Sílvia",NA,"Martínez","Sílvia Martínez","Popular Music and Society","4","426 – 437","Routledge","Challenges through Cultural Heritage in the North-Spanish Rural Musical Underground","Article","43",2020,"10.1080/03007766.2020.1730652","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85082341150&doi = 10.1080%2f03007766.2020.1730652&partnerID = 40&md5 = 1da702475675944b44a0ec732d15081d","Acoustic assemblage; Asturian musical heritage; decolonial folklorism; Hispanic studies; rural feminism; underground","English","Pop. Music Soc.","Final","Scopus","Department of Art History and Musicology, University of Oviedo, Oviedo, Spain; Department of Art and Musicology, Autonomous University of Barcelona, Barcelona, Spain","Spain","ES","female",1,969,"author2","García-Flórez2020426_author2",2,2,1,0,"martínez_sílvia","Open Access",3
"Anthony2020211","Brendan",NA,"Anthony","Brendan Anthony","Journal of Popular Music Education","2","211 – 235","Intellect Ltd.","Learning the ‘tracker’ process: A case study into popular music pedagogy","Article","4",2020,"10.1386/jpme_00026_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85163005371&doi = 10.1386%2fjpme_00026_1&partnerID = 40&md5 = 38481740595d7672509711954a9c62cb","online music production; popular music pedagogy; popular music production; record production; top-line songwriting; tracker producer","English","J. Pop. Music. Educ.","Final","Scopus","Queensland Conservatorium of Music, Griffith University, South Bank Campus, 140 Grey St, South Brisbane, 410, QLD, Australia; Leeds Beckett University, Caedmon 221, Headingley Campus, Leeds, LS6 3QS, United Kingdom; University of Turku, Finland","Australia","AU","male",1,9062,"author1","Anthony2020211_author1",1,3,0,0,"anthony_brendan","Open Access",5
"Anthony2020211","Paul",NA,"Thompson","Paul Thompson","Journal of Popular Music Education","2","211 – 235","Intellect Ltd.","Learning the ‘tracker’ process: A case study into popular music pedagogy","Article","4",2020,"10.1386/jpme_00026_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85163005371&doi = 10.1386%2fjpme_00026_1&partnerID = 40&md5 = 38481740595d7672509711954a9c62cb","online music production; popular music pedagogy; popular music production; record production; top-line songwriting; tracker producer","English","J. Pop. Music. Educ.","Final","Scopus","Queensland Conservatorium of Music, Griffith University, South Bank Campus, 140 Grey St, South Brisbane, 410, QLD, Australia; Leeds Beckett University, Caedmon 221, Headingley Campus, Leeds, LS6 3QS, United Kingdom; University of Turku, Finland","United Kingdom","GB","male",1,350829,"author2","Anthony2020211_author2",2,3,0,0,"thompson_paul","Open Access",5
"Anthony2020211","Tuomas",NA,"Auvinen","Tuomas Auvinen","Journal of Popular Music Education","2","211 – 235","Intellect Ltd.","Learning the ‘tracker’ process: A case study into popular music pedagogy","Article","4",2020,"10.1386/jpme_00026_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85163005371&doi = 10.1386%2fjpme_00026_1&partnerID = 40&md5 = 38481740595d7672509711954a9c62cb","online music production; popular music pedagogy; popular music production; record production; top-line songwriting; tracker producer","English","J. Pop. Music. Educ.","Final","Scopus","Queensland Conservatorium of Music, Griffith University, South Bank Campus, 140 Grey St, South Brisbane, 410, QLD, Australia; Leeds Beckett University, Caedmon 221, Headingley Campus, Leeds, LS6 3QS, United Kingdom; University of Turku, Finland","Finland","FI","male",1,5617,"author3","Anthony2020211_author3",3,3,1,0,"auvinen_tuomas","Open Access",5
"Bramwell2020169","Richard",NA,"Bramwell","Richard Bramwell","Popular Music","2","169 – 186","Cambridge University Press","Beyond the street: The institutional life of rap","Article","39",2020,"10.1017/S0261143020000355","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85091448469&doi = 10.1017%2fS0261143020000355&partnerID = 40&md5 = 81d7f1e84e71839272fc0b0dfaab3cab",NA,"English","Pop. Music","Final","Scopus","Loughborough University, United Kingdom; University of Oxford, United Kingdom","United Kingdom","GB","male",1,194791,"author1","Bramwell2020169_author1",1,2,0,0,"bramwell_richard","Open Access",5
"Bramwell2020169","James",NA,"Butterworth","James Butterworth","Popular Music","2","169 – 186","Cambridge University Press","Beyond the street: The institutional life of rap","Article","39",2020,"10.1017/S0261143020000355","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85091448469&doi = 10.1017%2fS0261143020000355&partnerID = 40&md5 = 81d7f1e84e71839272fc0b0dfaab3cab",NA,"English","Pop. Music","Final","Scopus","Loughborough University, United Kingdom; University of Oxford, United Kingdom","United Kingdom","GB","male",1,280634,"author2","Bramwell2020169_author2",2,2,1,0,"butterworth_james","Open Access",5
"Kauanui202011","J.","Kēhaulani","Kauanui","J. Kēhaulani Kauanui","Journal of Popular Music Studies","3","11 – 25","University of California Press","Post-punk polyrhythms: A conversation with Rachel Aggs","Article","32",2020,"10.1525/jpms.2020.32.3.11","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104987016&doi = 10.1525%2fjpms.2020.32.3.11&partnerID = 40&md5 = f82ce38e729284e705975a5d76973f76",NA,"English","J. Pop. Music Stud.","Final","Scopus","Wesleyan University, United States","United States","US","male",0.9,18967,"author1","Kauanui202011_author1",1,1,0,1,"kauanui_j.","Undefined",0
"Luderman2020694","Scott",NA,"Luderman","Scott Luderman","Popular Music","3-4","694 – 701","Cambridge University Press","From Op shops to hip-hop: Utilising used vinyl records to create a loop library","Article","39",2020,"10.1017/S0261143020000513","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85102855151&doi = 10.1017%2fS0261143020000513&partnerID = 40&md5 = ca11388140e37adee6b7b2189ddeadb8",NA,"English","Pop. Music","Final","Scopus","Brisbane, Australia","Australia","AU","male",1,22231,"author1","Luderman2020694_author1",1,1,0,1,"luderman_scott","Undefined",0
"Mall202010","Andrew",NA,"Mall","Andrew Mall","Journal of Popular Music Studies","1","10 – 25","University of California Press","As for me and my house: Christian music executives roundtable","Article","32",2020,"10.152.5/jpms.2020.32.1.10","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104443689&doi = 10.152.5%2fjpms.2020.32.1.10&partnerID = 40&md5 = a28ce07dc8c5de62e0bda46f94742088",NA,"English","J. Pop. Music Stud.","Final","Scopus","Northeastern University, United States","United States","US","male",1,401335,"author1","Mall202010_author1",1,1,0,1,"mall_andrew","Undefined",1
"Poliakov2020401","Sviatoslav",NA,"Poliakov","Sviatoslav Poliakov","Popular Music and Society","4","401 – 413","Routledge","Holding onto Your Roots: Tatar-Language Rap in Post-Soviet Kazan","Article","43",2020,"10.1080/03007766.2020.1730650","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85079733041&doi = 10.1080%2f03007766.2020.1730650&partnerID = 40&md5 = 098a04eea8ba2719522bae3f2f6acdb0","Cultural strategies; rooted cosmopolitanism; tatar rap; urban youth","English","Pop. Music Soc.","Final","Scopus","Centre for Youth Studies, National Research University — Higher School of Economics, St Petersburg, Russian Federation; Department of Sociology, National Research University – Higher School of Economics, St Petersburg, Russian Federation; Institute of Social and Philosophical Sciences and Mass Communications, Kazan federal University, Kazan, Russian Federation","Russia","RU","male",0.75,1,"author1","Poliakov2020401_author1",1,3,0,0,"poliakov_sviatoslav","Undefined",7
"Poliakov2020401","Elena",NA,"Omelchenko","Elena Omelchenko","Popular Music and Society","4","401 – 413","Routledge","Holding onto Your Roots: Tatar-Language Rap in Post-Soviet Kazan","Article","43",2020,"10.1080/03007766.2020.1730650","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85079733041&doi = 10.1080%2f03007766.2020.1730650&partnerID = 40&md5 = 098a04eea8ba2719522bae3f2f6acdb0","Cultural strategies; rooted cosmopolitanism; tatar rap; urban youth","English","Pop. Music Soc.","Final","Scopus","Centre for Youth Studies, National Research University — Higher School of Economics, St Petersburg, Russian Federation; Department of Sociology, National Research University – Higher School of Economics, St Petersburg, Russian Federation; Institute of Social and Philosophical Sciences and Mass Communications, Kazan federal University, Kazan, Russian Federation","Russia","RU","female",0.99,94801,"author2","Poliakov2020401_author2",2,3,0,0,"omelchenko_elena","Undefined",7
"Poliakov2020401","Albina",NA,"Garifzyanova","Albina Garifzyanova","Popular Music and Society","4","401 – 413","Routledge","Holding onto Your Roots: Tatar-Language Rap in Post-Soviet Kazan","Article","43",2020,"10.1080/03007766.2020.1730650","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85079733041&doi = 10.1080%2f03007766.2020.1730650&partnerID = 40&md5 = 098a04eea8ba2719522bae3f2f6acdb0","Cultural strategies; rooted cosmopolitanism; tatar rap; urban youth","English","Pop. Music Soc.","Final","Scopus","Centre for Youth Studies, National Research University — Higher School of Economics, St Petersburg, Russian Federation; Department of Sociology, National Research University – Higher School of Economics, St Petersburg, Russian Federation; Institute of Social and Philosophical Sciences and Mass Communications, Kazan federal University, Kazan, Russian Federation","Russia","RU","female",0.99,4231,"author3","Poliakov2020401_author3",3,3,1,0,"garifzyanova_albina","Undefined",7
"Laudadio202060","Nicholas",NA,"Laudadio","Nicholas Laudadio","Journal of Popular Music Studies","4","60 – 74","University of California Press","Way out music for way out kids: Bruce Haack and Esther Nelson's experimental electronic music collaborations","Article","32",2020,"10.1525/jpms.2020.32.4.60","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104941850&doi = 10.1525%2fjpms.2020.32.4.60&partnerID = 40&md5 = a0cf70d521b7c741a7133c83463c48b0","Bruce Haack; Children's music; DIY; Electronic music; Electronica; Esther Nelson; Experimental music; Synthesizer","English","J. Pop. Music Stud.","Final","Scopus","University of North Carolina, Wilmington, United States","United States","US","male",1,171192,"author1","Laudadio202060_author1",1,2,0,0,"laudadio_nicholas","Open Access",0
"Laudadio202060","Meghan",NA,"Sweeney","Meghan Sweeney","Journal of Popular Music Studies","4","60 – 74","University of California Press","Way out music for way out kids: Bruce Haack and Esther Nelson's experimental electronic music collaborations","Article","32",2020,"10.1525/jpms.2020.32.4.60","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104941850&doi = 10.1525%2fjpms.2020.32.4.60&partnerID = 40&md5 = a0cf70d521b7c741a7133c83463c48b0","Bruce Haack; Children's music; DIY; Electronic music; Electronica; Esther Nelson; Experimental music; Synthesizer","English","J. Pop. Music Stud.","Final","Scopus","University of North Carolina, Wilmington, United States","United States","US","female",1,49147,"author2","Laudadio202060_author2",2,2,1,0,"sweeney_meghan","Open Access",0
"Fauteux2020652","Brian",NA,"Fauteux","Brian Fauteux","Popular Music","3-4","652 – 668","Cambridge University Press","When the dial goes Dylan: 'Premium' radio, hybrid authenticity and Theme Time Radio Hour","Article","39",2020,"10.1017/S0261143020000562","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85102896331&doi = 10.1017%2fS0261143020000562&partnerID = 40&md5 = 505358ebef887a184fe90a0348894d6a",NA,"English","Pop. Music","Final","Scopus","University of Alberta, Music, Edmonton, AB, Canada","Canada","CA","male",1,44507,"author1","Fauteux2020652_author1",1,1,0,1,"fauteux_brian","Undefined",0
"Brautbar2020191","Shirli",NA,"Brautbar","Shirli Brautbar","Journal of Popular Music Studies","2","191 – 213","University of California Press","The valley of the dry bones: The presence and perseverance of Jews, Judaism, and Jewishness in country music and bluegrass","Article","32",2020,"10.1525/jpms.2020.32.2.191","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104967270&doi = 10.1525%2fjpms.2020.32.2.191&partnerID = 40&md5 = 1a7ba77015eeb3a93f71606f50324afa","Music history; Race and ethnic studies; Subcultures","English","J. Pop. Music Stud.","Final","Scopus","Nevada State College, Congregation Ner Tamid, United States","United States","US","female",1,75,"author1","Brautbar2020191_author1",1,3,0,0,"brautbar_shirli","Open Access",2
"Brautbar2020191","Peter",NA,"La Chapelle","Peter La Chapelle","Journal of Popular Music Studies","2","191 – 213","University of California Press","The valley of the dry bones: The presence and perseverance of Jews, Judaism, and Jewishness in country music and bluegrass","Article","32",2020,"10.1525/jpms.2020.32.2.191","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104967270&doi = 10.1525%2fjpms.2020.32.2.191&partnerID = 40&md5 = 1a7ba77015eeb3a93f71606f50324afa","Music history; Race and ethnic studies; Subcultures","English","J. Pop. Music Stud.","Final","Scopus","Nevada State College, Congregation Ner Tamid, United States","United States","US","male",1,252618,"author2","Brautbar2020191_author2",2,3,0,0,"la chapelle_peter","Open Access",2
"Brautbar2020191","Jessica",NA,"Hutchings","Jessica Hutchings","Journal of Popular Music Studies","2","191 – 213","University of California Press","The valley of the dry bones: The presence and perseverance of Jews, Judaism, and Jewishness in country music and bluegrass","Article","32",2020,"10.1525/jpms.2020.32.2.191","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104967270&doi = 10.1525%2fjpms.2020.32.2.191&partnerID = 40&md5 = 1a7ba77015eeb3a93f71606f50324afa","Music history; Race and ethnic studies; Subcultures","English","J. Pop. Music Stud.","Final","Scopus","Nevada State College, Congregation Ner Tamid, United States","United States","US","female",1,469432,"author3","Brautbar2020191_author3",3,3,1,0,"hutchings_jessica","Open Access",2
"Erraught2020568","Stan",NA,"Erraught","Stan Erraught","Popular Music","3-4","568 – 584","Cambridge University Press","The country and Irish problem","Article","39",2020,"10.1017/S0261143020000550","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85102894034&doi = 10.1017%2fS0261143020000550&partnerID = 40&md5 = 7fc9679cacde9df04f9a9125e939422d",NA,"English","Pop. Music","Final","Scopus","University of Leeds, Music, Leeds, LS2 9JT, United Kingdom","United Kingdom","GB","male",0.99,5565,"author1","Erraught2020568_author1",1,1,0,1,"erraught_stan","Open Access",1
"dePaor-Evans2020414","Adam",NA,"de Paor-Evans","Adam de Paor-Evans","Popular Music and Society","4","414 – 425","Routledge","Urban Myths and Rural Legends: An Alternate Take on the Regionalism of Hip Hop","Article","43",2020,"10.1080/03007766.2020.1730651","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85089881940&doi = 10.1080%2f03007766.2020.1730651&partnerID = 40&md5 = f4eeee2d82e7b3e53956fe2e4dfa4f75","Authenticity; britcore; British rap; hip-hop; regionalism; ruralism","English","Pop. Music Soc.","Final","Scopus","Faculty of Culture and the Creative Industries, University of Central Lancashire, Preston, United Kingdom","United Kingdom","GB","male",1,126969,"author1","dePaor-Evans2020414_author1",1,1,0,1,"de paor-evans_adam","Open Access",4
"McClain202020","Jordan","M.","McClain","Jordan M. McClain","Popular Music and Society","1","20 – 33","Routledge","Toward the Study of Framing Found in Music Journalism","Article","43",2020,"10.1080/03007766.2019.1581899","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85063145060&doi = 10.1080%2f03007766.2019.1581899&partnerID = 40&md5 = cedcac1a65c28b16cbee15c50209c307",NA,"English","Pop. Music Soc.","Final","Scopus","Independent Scholar, United States; Division of Journalism, Meadows School of the Arts, Southern Methodist University, Dallas, TX, United States","United States","US","male",0.79,45592,"author1","McClain202020_author1",1,2,0,0,"mcclain_jordan","Undefined",4
"McClain202020","Myles","Ethan","Lascity","Myles Ethan Lascity","Popular Music and Society","1","20 – 33","Routledge","Toward the Study of Framing Found in Music Journalism","Article","43",2020,"10.1080/03007766.2019.1581899","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85063145060&doi = 10.1080%2f03007766.2019.1581899&partnerID = 40&md5 = cedcac1a65c28b16cbee15c50209c307",NA,"English","Pop. Music Soc.","Final","Scopus","Independent Scholar, United States; Division of Journalism, Meadows School of the Arts, Southern Methodist University, Dallas, TX, United States","United States","US","male",0.99,8087,"author2","McClain202020_author2",2,2,1,0,"lascity_myles","Undefined",4
"Patsiaoura202034","Evanthia",NA,"Patsiaoura","Evanthia Patsiaoura","Popular Music and Society","1","34 – 56","Routledge","Transcending Distinctions between Religious and Secular Musicianship: Nigerian Pentecostals across Popular Performance Settings","Article","43",2020,"10.1080/03007766.2019.1596355","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85064485835&doi = 10.1080%2f03007766.2019.1596355&partnerID = 40&md5 = 8635cdae35c94dc44edf8a74f057cd66",NA,"English","Pop. Music Soc.","Final","Scopus","School of History and Anthropology, Queen's University Belfast, Belfast, United Kingdom; Institute of Arts, University of Campinas, Campinas, Brazil","United Kingdom","GB","female",1,40,"author1","Patsiaoura202034_author1",1,1,0,1,"patsiaoura_evanthia","Undefined",4
"Shuvera2020178","Ryan",NA,"Shuvera","Ryan Shuvera","Journal of Popular Music Studies","2","178 – 190","University of California Press","“New life"" into old sounds: Listening to simone schmidt's audible songs from rockwood","Article","32",2020,"10.1525/jpms.2020.32.2.178","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104968883&doi = 10.1525%2fjpms.2020.32.2.178&partnerID = 40&md5 = 4b1caa6706ee2c3f8218532c7a8a76e0","Audible Songs from Rockwood; Fiver; Performing unsettling; Rockwood Asylum for the Criminally Insane; Settler Unsettlement; Simone Schmidt; The Highest Order; Traditional North American Folk and Country music","English","J. Pop. Music Stud.","Final","Scopus","Western University, United States","United States","US","male",1,385071,"author1","Shuvera2020178_author1",1,1,0,1,"shuvera_ryan","Open Access",0
"Westgate202057","Christopher","Joseph","Westgate","Christopher Joseph Westgate","Popular Music and Society","1","57 – 77","Routledge","Popular Music Fans and the Value of Concert Tickets","Article","43",2020,"10.1080/03007766.2019.1601152","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85065035272&doi = 10.1080%2f03007766.2019.1601152&partnerID = 40&md5 = 86c9f45964f137e43276acd4aebb7890","Concerts; fandom; live music; music fans; music industry; tickets","English","Pop. Music Soc.","Final","Scopus","Media & Communication Studies, Johnson & Wales University, Providence, RI, United States","United States","US","male",1,374242,"author1","Westgate202057_author1",1,1,0,1,"westgate_christopher","Undefined",16
"Burns2020112","Chelsea",NA,"Burns","Chelsea Burns","Journal of Popular Music Studies","2","112 – 127","University of California Press","The racial limitations of country-soul crossover in bobby womack's BW goes c&w, 1976","Article","32",2020,"10.1525/jpms.2020.32.2.112","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104969178&doi = 10.1525%2fjpms.2020.32.2.112&partnerID = 40&md5 = 2dc5cdcbefc416724b8dd12bea1ee03a","Beyonce; Blanco Brown; Bobby Womack; Country; Crossover; Darius Rucker; Jimmie Allen; Kacey Musgraves; Kane Brown; Lil Nas X; R&B; Race; Yola","English","J. Pop. Music Stud.","Final","Scopus","University of Texas, Austin, United States","United States","US","female",1,72639,"author1","Burns2020112_author1",1,1,0,1,"burns_chelsea","Open Access",2
